"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007399","GO:0007399","nervous system development","56/229","180/1225",0.311111111111111,1.66424065987385,4.62468699614294,8.55741772708159e-06,0.00126082964301672,0.00099915369729455,"Ube3a/Ogt/Zfp36l1/Zfhx3/Atrx/Itga6/Cflar/Tra2b/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Dynlt1f/Ccr5/Wls/Ptbp1/Sall1/Tgfbr2/Itgam/Tnfrsf21/Tpp1/Gsk3b/Comt/Picalm/Adam10/Zeb2/Itgb1/Tacc1/Tgfbr1/Psap/Mbnl1/Actb/Calr/Arsb/Hspa5/Itm2c/Csf1r/Serpine2/Nme2/Pum2/Svbp/Lrp1/Grn/Actr2/Ctsc/Ifngr1/P2ry12/Cyfip1/Hexa/Nptn/Mef2c/Marcks/B2m/Hexb/Selenop",56
"GO:0051239","GO:0051239","regulation of multicellular organismal process","72/229","251/1225",0.286852589641434,1.5344734598723,4.55158133344409,8.5992826162364e-06,0.00126082964301672,0.00099915369729455,"Tia1/Ogt/Zfp36l1/Ptprc/Zfhx3/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Mtdh/Maf/Hk2/Ncoa3/Ddx3x/Ccr5/Wls/Sirpa/Pld3/Pros1/Wnk1/Dhx9/Stab1/Sall1/Tgfbr2/Itgam/Ptgs1/Tnfrsf21/Gsk3b/Dusp6/Rab8b/Picalm/Adam10/Zeb2/Itgb1/Atp2b1/Tgfbr1/Lpl/Actb/Calr/Arsb/Hspa5/C3ar1/Csf1r/Serpine2/Nme2/Rbm15/Svbp/Lrp1/Grn/Actr2/Ctsc/Sgpl1/Ifngr1/Sparc/Rab14/Abca1/Cyfip1/Unc93b1/Nptn/Mef2c/Laptm5/Hpgds/Marcks/B2m/Cd81/Cst3/Cd63/C1qc/Cyba/Lgmn/Fcer1g",72
"GO:0048584","GO:0048584","positive regulation of response to stimulus","63/229","211/1225",0.298578199052133,1.59719778968936,4.57003180653552,9.29182843493049e-06,0.00126082964301672,0.00099915369729455,"Ube3a/Ogt/Ptprc/Cflar/Fus/Akap13/Sfpq/Alox5ap/Cx3cr1/Macf1/Hif1a/Mtdh/Dynlt1f/Ncoa3/Ddx3x/Ccr5/Wls/Ptbp1/Wnk1/Dhx9/Sall1/Tgfbr2/Itgam/Tnfrsf21/Gsk3b/Adam10/Zeb2/Nenf/Itgb1/Igfbp4/Tgfbr1/Psap/Cd180/Lpl/Actb/Calr/Itm2c/C3ar1/Csf1r/Lamp2/Ddx5/Pum2/Lrp1/Grn/Actr2/Ctsc/P2ry12/Csnk1a1/Cyfip1/Unc93b1/Serinc3/Nptn/Mef2c/Laptm5/Ctsd/Marcks/B2m/Cd81/Cd63/C1qc/Cyba/Lgmn/Fcer1g",63
"GO:0048468","GO:0048468","cell development","62/229","207/1225",0.29951690821256,1.60221926882265,4.55559084833097,1.00298022019039e-05,0.00126375507743989,0.00100147197925777,"Ube3a/Ogt/Zfp36l1/Ptprc/Atp6ap1/Atrx/Itga6/Cflar/Akap13/Cx3cr1/Macf1/Hif1a/Mef2a/Dynlt1f/Maf/Ccr5/Wls/Sirpa/Ptbp1/Prrc2c/Tgfbr2/Itgam/Tnfrsf21/Gsk3b/Fli1/Picalm/Adam10/Zeb2/Itgb1/Psap/Rdx/Marf1/Actb/Arsb/Hspa5/Itm2c/Csf1r/Serpine2/B4galt1/Nme2/Rbm15/Msn/Pum2/Svbp/Lrp1/Grn/Actr2/Sgpl1/Wasf2/Ifngr1/Cyfip1/Hexa/Nptn/Mef2c/Hnrnpu/Laptm5/Marcks/B2m/Cd81/Hexb/C1qc/Fcer1g",62
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization","31/229","80/1225",0.3875,2.0728711790393,4.75738840607474,1.08899491202297e-05,0.00128065801653901,0.00101486683730983,"Ube3a/Itga6/Cflar/Macf1/Dynlt1f/Ccr5/Wls/Ptbp1/Gsk3b/Picalm/Adam10/Zeb2/Itgb1/Tgfbr1/Rdx/Arsb/Hspa5/Itm2c/Serpine2/Nme2/Pum2/Lrp1/Grn/Actr2/Wasf2/P2ry12/Cyfip1/Nptn/Marcks/B2m/Gdi2",31
"GO:0048513","GO:0048513","animal organ development","59/229","195/1225",0.302564102564103,1.61851976262457,4.51472243160291,1.24822510261639e-05,0.00137002735559753,0.00108568822546457,"Ube3a/Zfp36l1/Ptprc/Atp6ap1/Zfhx3/Atrx/Itga6/Cflar/Akap13/Tra2b/Cx3cr1/Ctsb/Hif1a/Mef2a/Cd164/Maf/Ncoa3/Wls/Wnk1/Sall1/Tgfbr2/Itgam/Ptgs1/Gsk3b/Comt/Dusp6/Fli1/Adam10/Zeb2/Itgb1/Tacc1/Atp2b1/Tgfbr1/Psap/Slc40a1/Lpl/Mbnl1/Hspa5/C3ar1/Csf1r/Serpine2/Birc6/Ddx5/Rbm15/Msn/Pum2/Svbp/Lrp1/Grn/Sgpl1/Sparc/P2ry12/Slc39a1/Mef2c/Hnrnpu/Hsp90ab1/Myl6/B2m/Selenop",59
"GO:0048589","GO:0048589","developmental growth","27/229","66/1225",0.409090909090909,2.18836840015879,4.75729546847672,1.32032114768469e-05,0.00137002735559753,0.00108568822546457,"Ube3a/Zfp36l1/Atrx/Cflar/Akap13/Macf1/Ncoa3/Ccr5/Sall1/Tgfbr2/Gsk3b/Comt/Dusp6/Picalm/Zeb2/Itgb1/Tgfbr1/Psap/Csf1r/Pum2/Lrp1/Grn/Sgpl1/Cyfip1/Mef2c/Cd81/Lgmn",27
"GO:0048699","GO:0048699","generation of neurons","41/229","120/1225",0.341666666666667,1.82769286754003,4.57569931417605,1.49774968464885e-05,0.00145180716328692,0.00115049523382566,"Ube3a/Zfhx3/Itga6/Cflar/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Dynlt1f/Ccr5/Wls/Ptbp1/Sall1/Tnfrsf21/Gsk3b/Picalm/Adam10/Zeb2/Itgb1/Tgfbr1/Psap/Actb/Calr/Arsb/Hspa5/Itm2c/Csf1r/Serpine2/Nme2/Pum2/Svbp/Lrp1/Grn/Actr2/Cyfip1/Hexa/Nptn/Mef2c/Marcks/B2m",41
"GO:0048856","GO:0048856","anatomical structure development","105/229","413/1225",0.254237288135593,1.36000296055066,4.30706934771476,1.56373787428864e-05,0.00145180716328692,0.00115049523382566,"Ube3a/Ogt/Zfp36l1/Ptprc/Atp6ap1/Zfhx3/Atrx/Itga6/Epb41l2/Cflar/Akap13/Tra2b/Tcf4/Cx3cr1/Ctsb/Macf1/Hif1a/Mef2a/Mtdh/Dynlt1f/Cd164/Maf/Hk2/Ncoa3/Ccr5/Wls/Sirpa/Elk3/Pld3/Ptbp1/Wnk1/Stab1/Prrc2c/Sall1/Tgfbr2/Itgam/Ptgs1/Tnfrsf21/Tpp1/Gsk3b/Comt/Dusp6/Fli1/Picalm/Adam10/Zeb2/Itgb1/Tacc1/Atp2b1/Tgfbr1/Psap/Slc40a1/Top1/Rdx/Lpl/Marf1/Mbnl1/Actb/Calr/Arsb/Hspa5/Itm2c/C3ar1/Csf1r/Serpine2/B4galt1/Nme2/Birc6/Ddx5/Asph/Rbm15/Msn/Pum2/Svbp/Lrp1/Grn/Actr2/Ctsc/Sgpl1/Wasf2/Ifngr1/Sparc/P2ry12/Rab14/Sf3b1/Csnk1a1/Cyfip1/Unc93b1/Hexa/Slc39a1/Nptn/Mef2c/Hnrnpu/Laptm5/Hsp90ab1/Myl6/Marcks/B2m/Cd81/Cst3/Hexb/Cd63/C1qc/Selenop/Fcer1g",105
"GO:0010976","GO:0010976","positive regulation of neuron projection development","16/229","30/1225",0.533333333333333,2.85298398835517,4.92523687298129,1.64898095395923e-05,0.00145440120139204,0.00115255089834624,"Itga6/Cflar/Dynlt1f/Ptbp1/Itgb1/Arsb/Hspa5/Serpine2/Nme2/Pum2/Lrp1/Grn/Actr2/Cyfip1/Nptn/Marcks",16
"GO:0007417","GO:0007417","central nervous system development","27/229","67/1225",0.402985074626866,2.15570618523105,4.66347164080608,1.8454019897466e-05,0.00155013767138715,0.00122841796610701,"Atrx/Tra2b/Cx3cr1/Hif1a/Wls/Sall1/Tgfbr2/Itgam/Tnfrsf21/Tpp1/Gsk3b/Comt/Zeb2/Itgb1/Tacc1/Psap/Hspa5/Csf1r/Serpine2/Svbp/Lrp1/Grn/Ifngr1/P2ry12/Marcks/B2m/Selenop",27
"GO:0048522","GO:0048522","positive regulation of cellular process","120/229","491/1225",0.244399185336049,1.30737555474524,4.21736143635077,1.96503391896787e-05,0.00157559992411787,0.00124859571501882,"Malat1/Tia1/Ube3a/Ogt/Zfp36l1/Ptprc/Zfhx3/Atrx/Itga6/Epb41l2/Cflar/Snrnp70/Fus/Akap13/Sfpq/Tra2b/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Mtdh/Dynlt1f/Colgalt1/Rap2b/Tardbp/Maf/Ncoa3/Ddx3x/Hnrnpa2b1/Ccr5/Slc38a2/Wls/Sirpa/Csde1/Elk3/Slc6a6/Pros1/Ptbp1/Wnk1/Dhx9/Sall1/Tgfbr2/Itgam/Fchsd2/Gsk3b/Pdcd6ip/Ssh2/Atp13a2/Sh3bgrl/Ubap2l/Comt/Dusp6/Rab8b/Fli1/Picalm/Srsf5/Tmem59/Adam10/Zeb2/Nenf/Itgb1/Igfbp4/Tgfbr1/Psap/Hnrnpa1/Slc40a1/Dek/Cd180/Rdx/Lpl/Atp1b3/Actb/Calr/Arsb/Hspa5/Itm2c/C3ar1/Csf1r/Serpine2/B4galt1/Nme2/Birc6/Ddx5/P4hb/Asph/Rbm15/Msn/Pum2/Lrp1/Grn/Actr2/Ctsc/Wasf2/Ifngr1/Sparc/P2ry12/Lcp1/Abca1/Sf3b1/Csnk1a1/Cyfip1/Unc93b1/Pabpc1/Serinc3/Nptn/Mef2c/Hnrnpu/Laptm5/Ctsd/Hsp90ab1/Marcks/B2m/Cd81/Cst3/Hexb/Cd63/Cyba/Lgmn/Fcer1g",120
"GO:0034330","GO:0034330","cell junction organization","29/229","75/1225",0.386666666666667,2.0684133915575,4.57719921977608,2.28183235229098e-05,0.00168337008182196,0.00133399896685736,"Malat1/Ube3a/Ogt/Cx3cr1/Macf1/Tln1/Itgam/Gsk3b/Pdcd6ip/Rab8b/Picalm/Adam10/Itgb1/Tgfbr1/Rdx/Actb/Csf1r/Capza1/Lrp1/Grn/Actr2/Wasf2/Sparc/Cyfip1/Nptn/Mef2c/Marcks/C1qc/Lgmn",29
"GO:0040007","GO:0040007","growth","34/229","94/1225",0.361702127659574,1.93486946018768,4.52129014481223,2.29029943105029e-05,0.00168337008182196,0.00133399896685736,"Ube3a/Zfp36l1/Atrx/Cflar/Akap13/Macf1/Hif1a/Ncoa3/Ddx3x/Ccr5/Sall1/Tgfbr2/Gsk3b/Comt/Dusp6/Picalm/Adam10/Zeb2/Itgb1/Igfbp4/Tgfbr1/Psap/Csf1r/Serpine2/Pum2/Lrp1/Grn/Sgpl1/Cyfip1/Mef2c/Cd81/Cyba/Lgmn/Selenop",34
"GO:0051716","GO:0051716","cellular response to stimulus","118/229","483/1225",0.244306418219462,1.30687931143598,4.15353624534535,2.61406886082532e-05,0.00184448698819835,0.00146167724091622,"Arhgap45/Ube3a/Ogt/Zfp36l1/Ivns1abp/Ptprc/Atp6ap1/Atrx/Itga6/Cflar/Fus/Akap13/Sfpq/Wsb1/Alox5ap/Tra2b/Tcf4/Cx3cr1/Zfp207/Eif4a2/Macf1/Hif1a/Mef2a/Mtdh/Dynlt1f/Rap2b/Hk2/Ncoa3/Ddx3x/Ccr5/Slc38a2/Tln1/Ywhab/Wls/Sirpa/Ptbp1/Wnk1/Dhx9/Grina/Man1c1/Hsp90b1/P2ry13/Sall1/Tle4/Tgfbr2/Hnrnph1/Itgam/Tnfrsf21/Gsk3b/Atp13a2/Comt/Dusp6/Adam10/Zeb2/Nenf/Itgb1/Igfbp4/Atp2b1/Tgfbr1/Psap/Hnrnpa1/Dek/Cd180/Rdx/Lpl/Marf1/Actb/Calr/Hspa5/Itm2c/C3ar1/Csf1r/Serpine2/Nme2/Birc6/Lamp2/Ddx5/P4hb/Asph/Rbm15/Msn/Pum2/Lrp1/Grn/Actr2/Ctsc/Sgpl1/Canx/Wasf2/Ifngr1/Tmco1/P2ry12/Rab14/Lcp1/Abca1/Csnk1a1/Cyfip1/Kctd12/Unc93b1/Adgre1/Serinc3/Nptn/Mef2c/Hnrnpu/Laptm5/Ctsd/Rnase4/Hsp90ab1/Syngr1/Marcks/B2m/Gdi2/Cd81/Cst3/Cd63/Cyba/Lgmn/Fcer1g",118
"GO:0032502","GO:0032502","developmental process","110/229","443/1225",0.248306997742664,1.32827979141818,4.14497023521416,2.91284364936458e-05,0.00197625238364582,0.00156609569488104,"Ube3a/Ogt/Zfp36l1/Ptprc/Atp6ap1/Zfhx3/Atrx/Itga6/Epb41l2/Cflar/Akap13/Tra2b/Tcf4/Cx3cr1/Ctsb/Macf1/Hif1a/Mef2a/Mtdh/Dynlt1f/Cd164/Maf/Hk2/Ncoa3/Ddx3x/Ccr5/Atp6v1b2/Wls/Sirpa/Elk3/Pld3/Slc6a6/Ptbp1/Wnk1/Stab1/Prrc2c/Sall1/Tgfbr2/Itgam/Ptgs1/Tnfrsf21/Tpp1/Gsk3b/Ssh2/Comt/Dusp6/Fli1/Picalm/Adam10/Zeb2/Itgb1/Tacc1/Atp2b1/Tgfbr1/Psap/Slc40a1/Top1/Rdx/Lpl/Marf1/Mbnl1/Actb/Calr/Arsb/Hspa5/Itm2c/C3ar1/Csf1r/Serpine2/B4galt1/Nme2/Birc6/Ddx5/Asph/Rbm15/Msn/Pum2/Svbp/Lrp1/Grn/Actr2/Ctsc/Sgpl1/Wasf2/Ifngr1/Sparc/P2ry12/Rab14/Sf3b1/Csnk1a1/Cyfip1/Unc93b1/Hexa/Slc39a1/Nptn/Mef2c/Hnrnpu/Laptm5/Hsp90ab1/Myl6/Marcks/B2m/Cd81/Cst3/Hexb/Cd63/C1qc/Lgmn/Selenop/Fcer1g",110
"GO:0048731","GO:0048731","system development","75/229","273/1225",0.274725274725275,1.46960026872691,4.21861572294007,3.13231533073552e-05,0.00204644601608054,0.00162172115369075,"Ube3a/Ogt/Zfp36l1/Ptprc/Atp6ap1/Zfhx3/Atrx/Itga6/Cflar/Akap13/Tra2b/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Mtdh/Dynlt1f/Maf/Hk2/Ccr5/Wls/Elk3/Ptbp1/Wnk1/Stab1/Sall1/Tgfbr2/Itgam/Tnfrsf21/Tpp1/Gsk3b/Comt/Dusp6/Picalm/Adam10/Zeb2/Itgb1/Tacc1/Tgfbr1/Psap/Slc40a1/Mbnl1/Actb/Calr/Arsb/Hspa5/Itm2c/C3ar1/Csf1r/Serpine2/B4galt1/Nme2/Rbm15/Pum2/Svbp/Lrp1/Grn/Actr2/Ctsc/Sgpl1/Wasf2/Ifngr1/Sparc/P2ry12/Cyfip1/Hexa/Slc39a1/Nptn/Mef2c/Hnrnpu/Marcks/B2m/Hexb/Selenop",75
"GO:0060322","GO:0060322","head development","24/229","58/1225",0.413793103448276,2.21352205993073,4.53842356073118,3.33217311396904e-05,0.00205296964348133,0.00162689085006756,"Atrx/Tra2b/Cx3cr1/Hif1a/Wls/Sall1/Tgfbr2/Itgam/Gsk3b/Comt/Zeb2/Itgb1/Tacc1/Psap/Arsb/Hspa5/Csf1r/Serpine2/Asph/Svbp/Sgpl1/P2ry12/B2m/Selenop",24
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","49/229","157/1225",0.312101910828025,1.66954078936389,4.30645606356821,3.37506347284346e-05,0.00205296964348133,0.00162689085006756,"Ogt/Zfp36l1/Ptprc/Cx3cr1/Macf1/Hif1a/Mef2a/Mtdh/Hk2/Ncoa3/Ddx3x/Ccr5/Wls/Sirpa/Wnk1/Dhx9/Sall1/Tgfbr2/Itgam/Ptgs1/Gsk3b/Rab8b/Picalm/Zeb2/Itgb1/Atp2b1/Tgfbr1/Lpl/Actb/Hspa5/C3ar1/Csf1r/Serpine2/Lrp1/Grn/Actr2/Ctsc/Ifngr1/Abca1/Cyfip1/Unc93b1/Nptn/Mef2c/Laptm5/Marcks/B2m/Cd81/Cyba/Fcer1g",49
"GO:0022008","GO:0022008","neurogenesis","46/229","145/1225",0.317241379310345,1.69703357928023,4.28454397648635,3.89782919715373e-05,0.00221799054960618,0.00175766287735828,"Ube3a/Zfhx3/Itga6/Cflar/Tcf4/Cx3cr1/Macf1/Hif1a/Mef2a/Dynlt1f/Ccr5/Wls/Ptbp1/Sall1/Itgam/Tnfrsf21/Gsk3b/Picalm/Adam10/Zeb2/Itgb1/Tacc1/Tgfbr1/Psap/Actb/Calr/Arsb/Hspa5/Itm2c/Csf1r/Serpine2/Nme2/Pum2/Svbp/Lrp1/Grn/Actr2/Ifngr1/P2ry12/Cyfip1/Hexa/Nptn/Mef2c/Marcks/B2m/Hexb",46
"GO:0051130","GO:0051130","positive regulation of cellular component organization","46/229","145/1225",0.317241379310345,1.69703357928023,4.28454397648635,3.89782919715373e-05,0.00221799054960618,0.00175766287735828,"Ptprc/Atrx/Itga6/Cflar/Sfpq/Macf1/Hif1a/Dynlt1f/Colgalt1/Ddx3x/Hnrnpa2b1/Wls/Sirpa/Pros1/Ptbp1/Wnk1/Fchsd2/Gsk3b/Pdcd6ip/Ubap2l/Rab8b/Picalm/Zeb2/Itgb1/Tgfbr1/Calr/Arsb/Hspa5/Serpine2/Nme2/Msn/Pum2/Lrp1/Grn/Actr2/Wasf2/P2ry12/Lcp1/Abca1/Cyfip1/Nptn/Marcks/B2m/Cd63/Cyba/Fcer1g",46
"GO:0051093","GO:0051093","negative regulation of developmental process","29/229","77/1225",0.376623376623377,2.01468836840016,4.40844961381293,4.12240609530424e-05,0.00227247636003646,0.00180084055742238,"Ube3a/Ogt/Zfp36l1/Zfhx3/Cflar/Tcf4/Hif1a/Ncoa3/Ccr5/Ptbp1/Stab1/Sall1/Tgfbr2/Gsk3b/Itgb1/Tgfbr1/Actb/Calr/Csf1r/Nme2/Rbm15/Sparc/P2ry12/Hnrnpu/Laptm5/B2m/Cst3/C1qc/Lgmn",29
"GO:0051128","GO:0051128","regulation of cellular component organization","70/229","252/1225",0.277777777777778,1.48592916060165,4.14854297153418,4.37224585737982e-05,0.00233716414921758,0.00185210287036695,"Malat1/Ube3a/Ogt/Ptprc/Atrx/Itga6/Cflar/Akap13/Sfpq/Zfp207/Macf1/Hif1a/Dynlt1f/Colgalt1/Ncoa3/Ddx3x/Hnrnpa2b1/Ccr5/Wls/Sirpa/Pros1/Ptbp1/Wnk1/Fchsd2/Gsk3b/Pdcd6ip/Ssh2/Atp13a2/Ubap2l/Rab8b/Picalm/Adam10/Zeb2/Itgb1/Igfbp4/Tgfbr1/Rdx/Actb/Calr/Arsb/Hspa5/Itm2c/Csf1r/Serpine2/Nme2/Lamp2/Capza1/Asph/Msn/Pum2/Lrp1/Grn/Actr2/Wasf2/Sparc/P2ry12/Lcp1/Abca1/Csnk1a1/Cyfip1/Nptn/Mef2c/Hnrnpu/Marcks/B2m/Gdi2/Cst3/Cd63/Cyba/Fcer1g",70
"GO:0022603","GO:0022603","regulation of anatomical structure morphogenesis","33/229","93/1225",0.354838709677419,1.89815466967178,4.31865164423546,4.87027511045393e-05,0.00249311287757795,0.00197568558385458,"Ube3a/Epb41l2/Tcf4/Cx3cr1/Macf1/Hif1a/Mtdh/Hk2/Ccr5/Wls/Wnk1/Stab1/Sall1/Tgfbr2/Gsk3b/Picalm/Adam10/Zeb2/Itgb1/Rdx/C3ar1/Csf1r/Msn/Pum2/Lrp1/Grn/Actr2/Sparc/Cyfip1/Mef2c/Marcks/Cst3/Hexb",33
